Parameter i0,P i1,P k0,P k1,P order0,P order1,P order2,P order3,P mode0,P mode1,P mode2,P mode3,P j0,P j1,P lorder0,P lorder1,P lorder2,P lorder3,P lorder4,P lorder5,P para,P vec,P unroll,P un_fac,P parchunk,Mapped X,Mapped Y,Mapped,Execution Time
256,128,32768,1,k0,i0,k1,i1,2,0,0,2,8,16,k0,i0,k1,j0,j1,i1,None,i1,k0,256,8,0,26,26,18.005901336669922
8192,4,128,256,k0,i0,k1,i1,1,2,0,2,8,16,k0,i0,k1,i1,j0,j1,None,None,None,0,8,8,34,834,20.449825286865234
8192,4,256,128,k0,i0,k1,i1,1,3,2,2,8,16,k0,i0,k1,i1,j0,j1,None,None,j1,16,8,3,6,306,16.626419067382812
8192,4,256,128,k0,i0,k1,i1,1,2,2,2,16,8,k0,i0,k1,i1,j0,j1,None,j1,None,0,8,24,36,2436,18.956594467163086
128,256,32768,1,k0,i0,k1,i1,2,0,0,2,16,8,k0,i0,k1,j0,j1,i1,None,i1,None,0,8,32,26,3226,16.810972213745117
128,256,32768,1,k0,i0,k1,i1,2,0,0,2,8,16,k0,i0,k1,j0,j1,i1,None,None,None,0,4,24,26,2426,20.11394500732422
128,256,32768,1,i0,k0,k1,i1,0,0,2,2,8,16,i0,k0,k1,j0,j1,i1,i0,None,j1,16,4,3,28,328,1.9409434795379639
256,128,256,128,k0,i0,k1,i1,1,2,2,2,8,16,k0,i0,k1,i1,j0,j1,None,j1,None,0,16,24,36,2436,17.68581199645996
128,256,32768,1,k0,i0,k1,i1,2,0,0,2,8,16,k0,i0,k1,j0,j1,i1,i0,None,None,0,8,32,26,3226,23.104867935180664
256,128,8192,4,i0,k0,i1,k1,1,2,2,1,2,64,i0,j0,j1,k0,i1,k1,i0,None,j1,64,4,1,9,109,14.08833122253418
128,256,8192,4,i0,k0,i1,k1,1,2,2,1,2,64,i0,j0,j1,k0,i1,k1,i0,None,j1,64,4,3,9,309,12.424155235290527
128,256,256,128,k0,i0,k1,i1,0,2,1,1,8,16,k0,i0,k1,i1,j0,j1,None,None,i0,256,4,31,15,3115,19.77676010131836
256,128,256,128,k0,i0,k1,i1,1,2,2,2,8,16,k0,i0,k1,i1,j0,j1,None,None,None,0,16,24,36,2436,19.298053741455078
128,256,32768,1,k0,i0,k1,i1,2,0,1,2,8,16,k0,i0,k1,j0,j1,i1,None,None,None,0,4,24,27,2427,18.659984588623047
8192,4,256,128,k0,i0,k1,i1,1,3,2,2,8,16,k0,i0,k1,i1,j0,j1,None,None,None,0,4,8,6,806,18.309335708618164
8192,4,128,256,k0,i0,k1,i1,1,2,2,0,8,16,k0,i0,k1,i1,j0,j1,None,None,j1,16,16,3,36,336,19.32357406616211
128,256,32768,1,k0,i0,k1,i1,2,0,0,2,16,8,k0,i0,k1,j0,j1,i1,None,None,None,0,16,16,26,1626,16.82926368713379
128,256,32768,1,k0,i0,k1,i1,2,0,0,2,8,16,k0,i0,k1,j0,j1,i1,i0,None,None,0,2,8,26,826,19.855220794677734
128,256,256,128,k0,i0,k1,i1,1,2,2,2,8,16,k0,i0,k1,i1,j0,j1,i0,j1,j0,8,16,27,36,2736,22.04837417602539
128,256,32768,1,k0,i0,k1,i1,2,0,0,2,8,16,k0,i0,k1,j0,j1,i1,None,None,k0,128,4,0,26,26,17.521713256835938
256,128,256,128,k0,i0,k1,i1,1,2,2,2,8,16,k0,i0,k1,i1,j0,j1,None,None,j1,16,4,0,36,36,17.698347091674805
8192,4,256,128,k0,i0,k1,i1,1,2,2,2,16,8,k0,i0,k1,i1,j0,j1,None,None,None,0,16,32,36,3236,15.127179145812988
256,128,128,256,i0,k0,k1,i1,0,2,1,1,8,16,i0,j0,k0,k1,j1,i1,i0,None,None,0,4,32,7,3207,5.912095546722412
256,128,128,256,i0,k0,k1,i1,1,2,2,2,16,8,i0,j0,k0,k1,j1,i1,i0,None,None,0,4,32,28,3228,11.459138870239258
16384,2,256,128,i0,k0,i1,k1,0,1,2,2,32,4,i0,j0,k0,i1,k1,j1,i0,None,None,0,2,8,6,806,5.032001972198486
128,256,128,256,i0,k0,i1,k1,1,2,2,2,2,64,i0,j0,j1,k0,i1,k1,i0,None,j1,64,8,6,9,609,20.324668884277344
128,256,256,128,i0,k0,i1,k1,1,2,2,1,2,64,i0,j0,j1,k0,i1,k1,i0,None,j1,64,4,6,9,609,14.771334648132324
128,256,128,256,i0,k0,i1,k1,1,2,2,1,2,64,i0,j0,j1,k0,i1,k1,i0,None,None,0,8,32,9,3209,20.16951560974121
256,128,128,256,i0,k0,i1,k1,1,2,2,1,64,2,i0,j0,j1,k0,i1,k1,i0,None,j0,64,8,23,9,2309,20.47933006286621
256,128,128,256,i0,k0,i1,k1,1,2,2,1,2,64,i0,j0,j1,k0,i1,k1,i0,None,None,0,8,16,9,1609,19.208410263061523
256,128,128,256,i0,k0,i1,k1,1,2,2,1,2,64,i0,j0,j1,k0,i1,k1,i0,None,j1,64,4,6,9,609,18.05133819580078
8192,4,128,256,k0,i0,k1,i1,1,2,2,2,16,8,k0,i0,k1,i1,j0,j1,None,None,None,0,16,24,36,2436,19.23832130432129
128,256,128,256,k0,i0,k1,i1,1,2,0,2,8,16,k0,i0,k1,i1,j0,j1,None,None,None,0,8,32,34,3234,20.747365951538086
128,256,128,256,i0,k0,i1,k1,0,2,2,2,4,32,i0,j0,k0,i1,k1,j1,i0,None,None,0,2,8,16,816,1.671430230140686
256,128,128,256,i0,k0,i1,k1,0,1,2,2,4,32,i0,j0,k0,i1,k1,j1,i0,None,j1,32,2,16,6,1606,1.6483241319656372
256,128,32768,1,i0,k0,k1,i1,0,0,2,2,8,16,i0,k0,k1,j0,j1,i1,i0,None,j1,16,4,1,28,128,1.9498569965362549
256,128,256,128,i0,k0,i1,k1,0,1,2,2,4,32,i0,j0,k0,i1,k1,j1,i0,None,None,0,2,32,6,3206,16.779979705810547
128,256,128,256,i0,k0,k1,i1,0,2,1,1,16,8,i0,j0,k0,k1,j1,i1,i0,None,None,0,4,24,7,2407,6.592588901519775
256,128,8192,4,i0,k0,i1,k1,1,2,2,2,2,64,i0,j0,j1,k0,i1,k1,i0,None,j1,64,8,0,9,9,12.399345397949219
128,256,256,128,k0,i0,k1,i1,1,2,2,2,16,8,k0,i0,k1,i1,j0,j1,None,None,None,0,16,8,36,836,18.2050838470459
16384,2,128,256,i0,k0,i1,k1,0,2,2,2,32,4,i0,j0,k0,i1,k1,j1,i0,None,None,0,2,16,16,1616,5.3470048904418945
16384,2,128,256,i0,k0,i1,k1,0,1,2,2,32,4,i0,j0,k0,i1,k1,j1,i0,None,j0,32,2,7,6,706,5.115811347961426
16384,2,256,128,i0,k0,i1,k1,0,1,2,2,32,4,i0,j0,k0,i1,k1,j1,i0,None,None,0,2,8,6,806,4.9136762619018555
256,128,256,128,i0,k0,k1,i1,1,2,2,2,8,16,i0,j0,k0,k1,j1,i1,i0,None,None,0,4,16,28,1628,5.144042015075684
256,128,128,256,i0,k0,k1,i1,0,2,1,1,8,16,i0,j0,k0,k1,j1,i1,i0,None,None,0,4,32,7,3207,6.382681369781494
256,128,8192,4,i0,k0,i1,k1,1,2,2,1,64,2,i0,j0,j1,k0,i1,k1,i0,None,None,0,8,24,9,2409,14.146986961364746
256,128,8192,4,i0,k0,i1,k1,1,2,2,1,64,2,i0,j0,j1,k0,i1,k1,i0,None,j0,64,4,1,9,109,13.561164855957031
128,256,32768,1,k0,k1,i0,i1,1,0,0,1,16,8,k0,k1,i0,j0,j1,i1,None,i1,k0,128,8,0,6,6,18.079866409301758
128,256,32768,1,k0,i0,k1,i1,2,0,0,2,8,16,k0,i0,k1,j0,j1,i1,None,i1,None,0,8,32,26,3226,18.158754348754883
16384,2,128,256,i0,k0,k1,i1,0,2,2,2,4,32,i0,j0,k0,k1,i1,j1,i0,None,None,0,2,16,26,1626,1.8607581853866577
128,256,8192,4,i0,k0,i1,k1,1,2,2,2,2,64,i0,j0,k0,j1,i1,k1,i0,None,j1,64,8,1,29,129,7.390710830688477
128,256,32768,1,k0,k1,i0,i1,1,0,0,1,8,16,k0,k1,j0,i0,j1,i1,None,i1,k0,128,8,0,26,26,20.60746955871582
128,256,32768,1,i0,k0,k1,i1,1,0,2,2,8,16,i0,k0,j0,k1,j1,i1,None,None,None,0,8,32,8,3208,18.953323364257812
16384,2,128,256,i0,k0,i1,k1,0,2,2,3,4,32,i0,j0,k0,i1,k1,j1,i0,None,None,0,2,16,16,1616,1.7208497524261475
16384,2,128,256,i0,k0,i1,k1,0,2,2,2,4,32,i0,j0,k0,i1,k1,j1,i0,None,j1,32,2,7,16,716,1.8499906063079834
256,128,128,256,i0,k0,i1,k1,0,0,1,1,4,32,i0,j0,k0,i1,k1,j1,i0,None,None,0,2,24,35,2435,1.8583406209945679
16384,2,256,128,i0,k0,i1,k1,2,1,4,2,4,32,i0,j0,k0,i1,k1,j1,i0,None,None,0,2,8,8,808,30.198877334594727
256,128,256,128,i0,k0,k1,i1,1,2,1,1,8,16,i0,j0,k0,k1,j1,i1,i0,None,None,0,4,16,27,1627,4.739601135253906
256,128,256,128,i0,k0,k1,i1,0,2,1,2,16,8,i0,j0,k0,k1,j1,i1,i0,None,None,0,4,16,7,1607,5.014423370361328
256,128,128,256,i0,k0,k1,i1,1,2,2,2,16,8,i0,j0,k0,k1,j1,i1,i0,None,None,0,4,32,28,3228,6.9197096824646
128,256,8192,4,i0,k0,i1,k1,0,1,1,2,2,64,i0,j0,j1,k0,i1,k1,i0,None,j1,64,8,1,18,118,6.87247896194458
128,256,32768,1,k0,k1,i0,i1,1,1,1,1,8,16,k0,k1,i0,j0,j1,i1,None,None,j1,16,8,1,17,117,56.670074462890625
8192,4,256,128,k0,i0,k1,i1,1,2,0,2,16,8,k0,i0,k1,i1,j0,j1,None,None,None,0,16,32,34,3234,17.740570068359375
256,128,32768,1,i0,k0,k1,i1,2,0,4,4,8,16,i0,k0,k1,j0,j1,i1,None,i1,j1,16,4,1,30,130,16.781465530395508
8192,4,256,128,k0,i0,k1,i1,2,3,2,2,8,16,k0,i0,k1,i1,j0,j1,None,None,j1,16,8,3,26,326,16.796985626220703
128,256,32768,1,k0,i0,k1,i1,2,0,1,2,16,8,k0,i0,k1,j0,j1,i1,None,i1,None,0,8,32,27,3227,16.803699493408203
128,256,32768,1,k0,i0,k1,i1,2,0,0,1,16,8,k0,i0,k1,j0,j1,i1,None,None,None,0,16,16,26,1626,19.54465103149414
128,256,256,128,k0,i0,k1,i1,1,3,0,2,8,16,k0,i0,k1,i1,j0,j1,None,None,None,0,8,16,4,1604,17.12908935546875
128,256,32768,1,k0,i0,k1,i1,1,0,0,2,16,8,k0,i0,k1,j0,j1,i1,None,i1,k0,128,16,0,6,6,19.330232620239258
128,256,32768,1,k0,i0,k1,i1,2,0,0,1,8,16,k0,i0,k1,j0,j1,i1,None,None,k0,128,4,0,26,26,16.899946212768555
16384,2,128,256,i0,k0,i1,k1,0,2,2,2,4,32,i0,j0,k0,i1,k1,j1,i0,None,j1,32,2,7,16,716,1.8514666557312012
128,256,32768,1,i0,k0,k1,i1,0,0,2,2,8,16,i0,k0,k1,j0,j1,i1,None,i1,None,0,4,24,28,2428,18.668115615844727
256,128,128,256,i0,k0,i1,k1,0,1,2,2,4,32,i0,j0,k0,i1,k1,j1,None,None,i0,128,2,7,6,706,24.738304138183594
256,128,256,128,i0,k0,k1,i1,0,2,1,1,8,16,i0,j0,k0,k1,j1,i1,i0,None,j1,16,4,0,7,7,4.762613773345947
256,128,256,128,i0,k0,k1,i1,1,2,2,2,16,8,i0,j0,k0,k1,j1,i1,i0,None,j0,16,4,0,28,28,5.262739658355713
16384,2,128,256,i0,k0,i1,k1,0,1,2,2,32,4,i0,j0,k0,i1,k1,j1,i0,j1,None,0,2,16,6,1606,5.800190448760986
256,128,128,256,i0,k0,k1,i1,0,2,1,1,16,8,i0,j0,k0,k1,j1,i1,i0,None,j0,16,4,1,7,107,7.148359775543213
256,128,8192,4,i0,k0,i1,k1,1,2,2,1,64,2,i0,j0,j1,k0,i1,k1,i0,None,None,0,8,24,9,2409,13.881340980529785
128,256,256,128,i0,k0,i1,k1,0,1,1,1,2,64,i0,j0,j1,k0,i1,k1,i0,None,j1,64,8,23,18,2318,13.82040786743164
256,128,8192,4,i0,k0,i1,k1,1,2,2,1,2,64,i0,j0,j1,k0,i1,k1,i0,None,None,0,4,8,9,809,12.928909301757812
128,256,32768,1,k0,k1,i0,i1,1,0,0,1,8,16,k0,k1,i0,j0,j1,i1,None,i1,None,0,8,32,6,3206,18.50418472290039
8192,4,256,128,k0,i0,k1,i1,1,2,2,2,16,8,k0,i0,k1,i1,j0,j1,None,j1,None,0,16,32,36,3236,21.369945526123047
128,256,32768,1,k0,i0,k1,i1,2,0,0,2,16,8,k0,i0,k1,j0,j1,i1,i0,None,k0,128,16,0,26,26,17.833213806152344
128,256,256,128,k0,i0,k1,i1,1,2,0,2,8,16,k0,i0,k1,i1,j0,j1,i0,None,None,0,8,16,34,1634,16.818029403686523
128,256,32768,1,k0,i0,k1,i1,2,0,0,2,8,16,k0,i0,k1,j0,j1,i1,i0,i1,None,0,4,24,26,2426,18.08574867248535
16384,2,256,128,i0,k0,i1,k1,0,1,2,2,4,32,i0,j0,k0,i1,k1,j1,i0,None,None,0,4,24,6,2406,1.8046008348464966
16384,2,128,256,i0,k0,i1,k1,0,1,2,2,32,4,i0,j0,k0,i1,k1,j1,i0,None,None,0,4,8,6,806,5.7713775634765625
256,128,128,256,i0,k0,k1,i1,0,2,1,1,16,8,i0,j0,k0,k1,j1,i1,i0,None,None,0,8,16,7,1607,11.565605163574219
128,256,8192,4,i0,k0,i1,k1,1,2,2,1,2,64,i0,j0,j1,k0,i1,k1,i0,None,j1,64,2,7,9,709,12.33760929107666
256,128,8192,4,i0,k0,i1,k1,1,2,2,1,64,2,i0,j0,j1,k0,i1,k1,i0,None,j0,64,16,0,9,9,13.226841926574707
128,256,256,128,i0,k0,i1,k1,0,1,1,1,2,64,i0,j0,j1,k0,i1,k1,i0,None,j1,64,4,6,18,618,14.5548677444458
256,128,8192,4,i0,k0,i1,k1,1,2,2,1,2,64,i0,j0,j1,k0,i1,k1,i0,None,None,0,4,8,9,809,13.459383010864258
256,128,32768,1,i0,k0,k1,i1,0,0,2,2,8,16,i0,k0,k1,j0,j1,i1,None,i1,i0,32768,2,0,28,28,16.445405960083008
8192,4,256,128,k0,i0,k1,i1,1,3,2,2,8,16,k0,i0,k1,i1,j0,j1,None,None,j1,16,4,7,6,706,19.32415771484375
128,256,32768,1,k0,i0,k1,i1,2,0,0,2,16,8,k0,i0,k1,j0,j1,i1,None,i1,None,0,16,16,26,1626,19.183237075805664
256,128,32768,1,k0,i0,k1,i1,1,0,0,1,8,16,k0,i0,k1,j0,j1,i1,None,i1,k0,256,4,0,6,6,16.886857986450195
128,256,256,128,i0,k0,i1,k1,0,2,2,2,4,32,i0,j0,k0,i1,k1,j1,i0,None,None,0,2,24,16,2416,1.6705610752105713
16384,2,128,256,i0,k0,i1,k1,0,1,2,2,4,32,i0,j0,k0,i1,k1,j1,i0,None,None,0,4,8,6,806,1.8587480783462524
16384,2,256,128,i0,k0,i1,k1,0,2,2,2,4,32,i0,j0,k0,i1,k1,j1,i0,None,j1,32,2,3,16,316,1.7711457014083862
16384,2,256,128,i0,k0,i1,k1,0,2,2,2,4,32,i0,j0,k0,i1,k1,j1,i0,None,j1,32,2,3,16,316,1.7873289585113525
16384,2,256,128,i0,k0,k1,i1,0,2,2,2,4,32,i0,j0,k0,k1,i1,j1,i0,None,None,0,2,8,26,826,1.8164902925491333
256,128,128,256,i0,k0,k1,i1,1,2,1,1,8,16,i0,j0,k0,k1,j1,i1,i0,None,None,0,4,32,27,3227,5.872527122497559
256,128,128,256,i0,k0,k1,i1,1,2,2,2,8,16,i0,j0,k0,k1,j1,i1,i0,None,None,0,4,32,28,3228,6.620755672454834
16384,2,256,128,i0,k0,i1,k1,0,2,2,2,32,4,i0,j0,k0,i1,k1,j1,i0,None,None,0,2,8,16,816,5.617518901824951
16384,2,256,128,i0,k0,i1,k1,0,1,2,2,32,4,i0,j0,k0,i1,k1,j1,i0,None,None,0,4,24,6,2406,4.913340091705322
16384,2,256,128,i0,k0,i1,k1,0,1,2,2,32,4,i0,j0,k0,i1,k1,j1,i0,j1,None,0,2,8,6,806,4.8980607986450195
128,256,256,128,i0,k0,k1,i1,0,2,1,1,16,8,i0,j0,k0,k1,j1,i1,i0,None,None,0,4,32,7,3207,5.304915428161621
256,128,256,128,i0,k0,k1,i1,0,2,1,1,16,8,i0,j0,k0,k1,j1,i1,i0,None,j0,16,4,0,7,7,4.969833850860596
128,256,128,256,i0,k0,i1,k1,0,1,2,2,4,32,i0,j0,k0,i1,k1,j1,i0,None,j1,32,2,32,6,3206,1.470620036125183
256,128,128,256,i0,k0,i1,k1,0,2,2,2,4,32,i0,j0,k0,i1,k1,j1,i0,None,None,0,2,24,16,2416,1.521052598953247
256,128,128,256,i0,k0,i1,k1,0,2,2,3,4,32,i0,j0,k0,i1,k1,j1,i0,None,None,0,2,24,16,2416,1.4905954599380493
256,128,128,256,i0,k0,i1,k1,0,2,2,2,4,32,i0,j0,k0,i1,k1,j1,i0,None,j1,32,2,16,16,1616,1.5198345184326172
128,256,128,256,i0,k0,i1,k1,0,2,2,2,4,32,i0,j0,k0,i1,k1,j1,i0,None,j1,32,2,32,16,3216,1.5085346698760986
128,256,256,128,i0,k0,i1,k1,0,1,2,2,32,4,i0,j0,k0,i1,k1,j1,i0,None,None,0,2,24,6,2406,4.134652137756348
128,256,128,256,i0,k0,i1,k1,0,1,2,2,32,4,i0,j0,k0,i1,k1,j1,i0,None,j0,32,2,32,6,3206,3.631532907485962
128,256,256,128,i0,k0,k1,i1,1,2,2,2,16,8,i0,j0,k0,k1,j1,i1,i0,None,j0,16,4,1,28,128,5.204501152038574
256,128,128,256,i0,k0,i1,k1,0,2,2,2,32,4,i0,j0,k0,i1,k1,j1,i0,None,None,0,2,24,16,2416,4.288198947906494
256,128,128,256,i0,k0,i1,k1,0,1,2,2,32,4,i0,j0,k0,i1,k1,j1,i0,None,None,0,4,32,6,3206,4.574516296386719
256,128,128,256,i0,k0,i1,k1,0,1,2,2,32,4,i0,j0,k0,i1,k1,j1,i0,j1,None,0,2,24,6,2406,3.7111661434173584
128,256,128,256,i0,k0,k1,i1,1,2,2,2,16,8,i0,j0,k0,k1,j1,i1,i0,None,None,0,4,24,28,2428,6.9687418937683105
256,128,128,256,i0,k0,i1,k1,0,1,2,2,32,4,i0,j0,k0,i1,k1,j1,i0,None,j0,32,2,16,6,1606,3.8271634578704834
128,256,128,256,i0,k0,i1,k1,0,2,2,2,32,4,i0,j0,k0,i1,k1,j1,i0,None,None,0,2,8,16,816,4.068838596343994
16384,2,256,128,i0,k0,i1,k1,0,1,2,2,32,4,i0,j0,k0,i1,k1,j1,i0,None,None,0,4,24,6,2406,4.8328680992126465
16384,2,128,256,i0,k0,i1,k1,0,2,2,2,32,4,i0,j0,k0,i1,k1,j1,i0,None,j0,32,2,7,16,716,5.087777614593506
256,128,32768,1,i0,k0,k1,i1,0,0,2,2,16,8,i0,k0,k1,j0,j1,i1,i0,None,j0,16,4,1,28,128,1.8969120979309082
16384,2,128,256,i0,k0,i1,k1,0,1,2,2,4,32,i0,j0,k0,i1,k1,j1,i0,None,None,0,4,8,6,806,1.922424077987671
128,256,128,256,i0,k0,k1,i1,0,2,1,1,8,16,i0,j0,k0,k1,j1,i1,i0,None,None,0,4,24,7,2407,6.552866458892822
128,256,8192,4,i0,k0,i1,k1,1,2,2,2,64,2,i0,j0,k0,j1,i1,k1,i0,None,j0,64,8,1,29,129,12.19759464263916
128,256,128,256,i0,k0,k1,i1,0,2,2,2,4,32,i0,j0,k0,k1,i1,j1,i0,None,None,0,2,8,26,826,1.5525568723678589
16384,2,256,128,i0,k0,k1,i1,0,2,2,1,4,32,i0,j0,k0,k1,i1,j1,i0,None,None,0,4,24,26,2426,1.662307620048523
16384,2,128,256,i0,i1,k0,k1,0,2,2,2,4,32,i0,i1,k0,j0,k1,j1,i0,None,j1,32,2,7,36,736,1.3516005277633667
16384,2,256,128,i0,i1,k0,k1,0,2,1,2,32,4,i0,i1,k0,j0,k1,j1,i0,None,None,0,2,8,35,835,1.7515345811843872
256,128,256,128,i0,k0,k1,i1,1,2,2,2,8,16,i0,j0,k0,j1,k1,i1,i0,None,None,0,4,16,38,1638,11.077214241027832
16384,2,128,256,i0,k0,i1,k1,0,2,2,2,32,4,i0,j0,k0,i1,j1,k1,i0,None,None,0,2,16,29,1629,12.593605995178223
128,256,128,256,i0,k0,i1,k1,2,4,4,2,4,32,i0,j0,k0,i1,k1,j1,i0,None,None,0,2,8,38,838,23.069704055786133
16384,2,128,256,i0,k0,i1,k1,0,2,1,1,4,32,i0,j0,k0,i1,k1,j1,i0,None,j1,32,2,7,15,715,1.5199384689331055
16384,2,128,256,i0,k0,i1,k1,2,2,4,2,4,32,i0,j0,k0,i1,k1,j1,i0,None,j1,32,2,7,18,718,27.193408966064453
256,128,128,256,i0,k0,i1,k1,1,1,1,2,4,32,i0,j0,k0,i1,k1,j1,i0,None,None,0,2,24,25,2425,1.442929983139038
16384,2,128,256,i0,k0,k1,i1,0,1,1,2,4,32,i0,j0,k0,k1,i1,j1,i0,None,None,0,2,16,15,1615,1.5390866994857788
256,128,32768,1,i0,k0,k1,i1,1,0,2,2,8,16,i0,k0,k1,j0,j1,i1,i0,None,j1,16,4,1,8,108,1.852501392364502
256,128,256,128,i0,k0,k1,i1,1,2,1,2,8,16,i0,j0,k0,k1,j1,i1,i0,None,None,0,4,16,27,1627,4.7825798988342285
256,128,256,128,i0,k0,k1,i1,0,3,2,2,8,16,i0,j0,k0,k1,j1,i1,i0,None,j1,16,4,0,18,18,3.3568975925445557
16384,2,256,128,i0,k0,i1,k1,0,1,2,0,32,4,i0,j0,k0,i1,k1,j1,i0,None,None,0,2,8,6,806,3.272622585296631
256,128,256,128,i0,k0,k1,i1,0,3,1,2,16,8,i0,j0,k0,k1,j1,i1,i0,None,None,0,4,16,17,1617,3.8629634380340576
16384,2,128,256,i0,k0,i1,k1,1,2,2,3,32,4,i0,j0,k0,i1,k1,j1,i0,None,j0,32,2,7,36,736,3.8132574558258057
16384,2,128,256,i0,k0,i1,k1,0,1,2,0,32,4,i0,j0,k0,i1,k1,j1,i0,None,None,0,4,8,6,806,4.247679710388184
256,128,128,256,i0,k0,k1,i1,1,2,2,2,8,16,i0,j0,k0,k1,j1,i1,i0,None,None,0,4,32,28,3228,6.510037422180176
256,128,128,256,i0,k0,k1,i1,1,2,1,2,8,16,i0,j0,k0,k1,j1,i1,i0,None,None,0,4,32,27,3227,6.004932880401611
128,256,128,256,i0,k0,k1,i1,1,2,1,2,16,8,i0,j0,k0,k1,j1,i1,i0,None,None,0,4,24,27,2427,6.574522495269775
256,128,128,256,i0,k0,k1,i1,0,1,1,2,16,8,i0,j0,k0,k1,j1,i1,i0,None,None,0,4,32,37,3237,5.337213516235352
256,128,128,256,i0,k0,k1,i1,0,1,0,1,16,8,i0,j0,k0,k1,j1,i1,i0,None,k0,256,4,31,36,3136,5.498955249786377
128,256,8192,4,i0,k0,i1,k1,0,1,1,2,2,64,i0,j0,k0,j1,i1,k1,i0,None,j1,64,8,1,38,138,6.158871173858643
256,128,128,256,i0,k0,k1,i1,1,3,2,2,16,8,i0,j0,k0,k1,j1,i1,i0,None,None,0,4,32,38,3238,5.1414642333984375
256,128,128,256,i0,k0,i1,k1,0,1,2,2,4,32,i0,j0,k0,i1,k1,j1,i0,j1,None,0,2,24,6,2406,1.5007987022399902
128,256,128,256,i0,k0,i1,k1,0,2,2,2,4,32,i0,j0,k0,i1,k1,j1,None,None,i0,128,2,14,16,1416,24.205711364746094
16384,2,128,256,i0,k0,i1,k1,0,2,2,3,4,32,i0,j0,k0,i1,k1,j1,i0,None,j1,32,2,7,16,716,1.5751529932022095
16384,2,128,256,i0,k0,k1,i1,0,2,2,2,4,32,i0,j0,k0,k1,i1,j1,i0,None,j1,32,2,7,26,726,1.7163395881652832
256,128,32768,1,i0,k0,k1,i1,0,0,2,2,8,16,i0,k0,k1,j0,j1,i1,i0,i1,None,0,4,32,28,3228,1.8374292850494385
256,128,256,128,i0,k0,k1,i1,1,2,1,1,8,16,i0,j0,k0,k1,j1,i1,i0,None,None,0,4,16,27,1627,4.636099338531494
16384,2,128,256,i0,k0,i1,k1,0,1,2,2,32,4,i0,j0,k0,i1,k1,j1,i0,None,j0,32,4,3,6,306,6.21487283706665
16384,2,128,256,i0,k0,i1,k1,0,1,2,2,32,4,i0,j0,k0,i1,k1,j1,i0,j1,j0,32,2,7,6,706,4.923305988311768
128,256,8192,4,i0,k0,i1,k1,1,2,2,2,2,64,i0,j0,k0,j1,i1,k1,i0,None,None,0,8,8,29,829,6.977469444274902
256,128,128,256,i0,k0,i1,k1,0,1,2,2,4,32,i0,j0,k0,i1,k1,j1,i0,None,j1,32,1,32,6,3206,1.5275667905807495
128,256,128,256,i0,k0,i1,k1,0,2,2,2,4,32,i0,j0,k0,i1,k1,j1,i0,None,None,0,1,16,16,1616,1.5597262382507324
16384,2,128,256,i0,k0,i1,k1,0,2,2,3,4,32,i0,j0,k0,i1,k1,j1,i0,None,None,0,1,32,16,3216,1.5933926105499268
16384,2,256,128,i0,k0,i1,k1,0,1,2,2,4,32,i0,j0,k0,i1,k1,j1,i0,None,None,0,8,32,6,3206,1.8854209184646606
16384,2,128,256,i0,k0,i1,k1,0,2,2,2,4,32,i0,j0,k0,i1,k1,j1,i0,None,j1,32,4,3,16,316,1.8613120317459106
16384,2,128,256,i0,k0,i1,k1,0,2,2,2,4,32,i0,j0,k0,i1,k1,j1,i0,None,j1,32,1,15,16,1516,1.7377872467041016
256,128,128,256,i0,k0,i1,k1,0,0,1,1,4,32,i0,j0,k0,i1,k1,j1,i0,None,None,0,1,8,35,835,1.7129597663879395
256,128,32768,1,i0,k0,k1,i1,0,0,2,2,8,16,i0,k0,k1,j0,j1,i1,i0,None,j1,16,2,3,28,328,12.994795799255371
256,128,256,128,i0,k0,k1,i1,1,2,1,1,8,16,i0,j0,k0,k1,j1,i1,i0,None,None,0,2,32,27,3227,4.69895601272583
256,128,256,128,i0,k0,k1,i1,0,2,1,1,8,16,i0,j0,k0,k1,j1,i1,i0,None,j1,16,2,1,7,107,4.579327583312988
16384,2,256,128,i0,k0,i1,k1,0,1,2,2,32,4,i0,j0,k0,i1,k1,j1,i0,None,None,0,1,16,6,1606,6.444525241851807
16384,2,256,128,i0,k0,i1,k1,0,1,2,2,32,4,i0,j0,k0,i1,k1,j1,i0,None,None,0,4,24,6,2406,4.845617294311523
16384,2,128,256,i0,k0,i1,k1,0,1,2,2,32,4,i0,j0,k0,i1,k1,j1,i0,None,j0,32,1,15,6,1506,5.005092620849609
256,128,256,128,i0,k0,k1,i1,1,2,2,2,16,8,i0,j0,k0,k1,j1,i1,i0,None,j0,16,8,0,28,28,6.724029541015625
16384,2,128,256,i0,k0,i1,k1,0,1,2,2,32,4,i0,j0,k0,i1,k1,j1,i0,j1,None,0,4,8,6,806,6.187644004821777
256,128,128,256,i0,k0,k1,i1,0,2,1,1,8,16,i0,j0,k0,k1,j1,i1,i0,None,None,0,2,24,7,2407,4.723418712615967
256,128,128,256,i0,k0,k1,i1,0,2,1,1,8,16,i0,j0,k0,k1,j1,i1,i0,None,None,0,2,24,7,2407,12.594417572021484
256,128,128,256,i0,k0,k1,i1,1,2,2,2,16,8,i0,j0,k0,k1,j1,i1,i0,None,None,0,8,16,28,1628,12.811162948608398
