Parameter i0,P i1,P k0,P k1,P order0,P order1,P order2,P order3,P mode0,P mode1,P mode2,P mode3,P j0,P j1,P lorder0,P lorder1,P lorder2,P lorder3,P lorder4,P lorder5,P para,P vec,P unroll,P un_fac,P parchunk,Mapped X,Mapped Y,Mapped,Execution Time
128,256,4096,8,i0,k0,k1,i1,0,1,2,1,64,2,i0,j0,k0,k1,i1,j1,i0,j1,j0,64,16,1,16,116,4.496006965637207
128,256,4096,8,i0,k0,k1,i1,1,2,2,1,64,2,i0,j0,k0,k1,i1,j1,i0,j1,None,0,4,32,6,3206,4.815619468688965
256,128,4096,8,i0,k0,k1,i1,0,1,1,1,64,2,i0,j0,k0,k1,i1,j1,i0,j1,j0,64,32,0,15,15,4.383740425109863
128,256,4096,8,i0,k0,k1,i1,1,2,2,2,64,2,i0,j0,k0,k1,i1,j1,i0,j1,j0,64,32,0,6,6,5.3188557624816895
128,256,4096,8,i0,k0,k1,i1,1,2,2,1,64,2,i0,j0,k0,k1,i1,j1,i0,j1,j0,64,2,15,6,1506,5.820170879364014
256,128,4096,8,i0,k0,k1,i1,1,2,2,1,64,2,i0,j0,k0,k1,i1,j1,i0,j1,j0,64,16,0,6,6,4.8457417488098145
128,256,4096,8,i0,k0,k1,i1,0,1,1,1,64,2,i0,j0,k0,k1,j1,i1,i0,None,j0,64,32,0,37,37,6.533962726593018
128,256,4096,8,i0,k0,k1,i1,0,1,2,1,64,2,i0,j0,k0,k1,j1,i1,i0,None,j0,64,8,3,38,338,6.9365057945251465
128,256,4096,8,i0,k0,k1,i1,0,1,1,1,64,2,i0,j0,k0,k1,j1,i1,i0,None,j0,64,32,0,37,37,6.380971908569336
128,256,4096,8,i0,k0,k1,i1,0,1,2,1,64,2,i0,j0,k0,k1,j1,i1,i0,None,None,0,16,8,38,838,6.863763809204102
128,256,4096,8,i0,k0,k1,i1,1,1,2,1,64,2,i0,j0,k0,k1,j1,i1,i0,None,j0,64,16,1,18,118,11.143728256225586
128,256,4096,8,i0,i1,k0,k1,1,0,1,2,64,2,i0,j0,i1,k0,j1,k1,i0,None,j0,64,64,0,8,8,11.082601547241211
128,256,4096,8,i0,i1,k0,k1,1,0,1,2,64,2,i0,j0,i1,k0,j1,k1,i0,None,None,0,32,24,8,2408,6.231967449188232
128,256,4096,8,i0,i1,k0,k1,1,0,2,2,64,2,i0,i1,k0,j0,j1,k1,i0,None,j0,64,4,7,9,709,4.472373008728027
128,256,4096,8,i0,i1,k0,k1,1,0,1,2,64,2,i0,j0,i1,k0,j1,k1,i0,None,None,0,16,8,8,808,6.253051280975342
256,128,4096,8,i0,i1,k0,k1,1,0,1,2,64,2,i0,j0,i1,k0,j1,k1,i0,None,j0,64,32,0,8,8,6.398382186889648
128,256,4096,8,i0,i1,k0,k1,1,2,4,2,64,2,i0,j0,i1,k0,j1,k1,i0,None,j0,64,32,0,31,31,11.487135887145996
128,256,4096,8,i0,k0,i1,k1,1,1,1,2,64,2,i0,j0,k0,i1,j1,k1,i0,None,j0,64,16,1,38,138,6.5998334884643555
128,256,4096,8,i0,k0,i1,k1,1,1,1,2,64,2,i0,j0,k0,i1,j1,k1,i0,None,None,0,16,8,38,838,6.5985188484191895
128,256,4096,8,i0,i1,k0,k1,1,1,2,2,64,2,i0,j0,i1,k0,j1,k1,i0,None,None,0,8,16,19,1619,6.956570148468018
128,256,4096,8,i0,i1,k0,k1,1,0,2,2,64,2,i0,j0,i1,k0,j1,k1,i0,None,j0,64,16,1,9,109,6.834372043609619
128,256,4096,8,i0,i1,k0,k1,1,0,2,2,64,2,i0,j0,i1,k0,j1,k1,i0,None,None,0,8,16,9,1609,6.793282508850098
128,256,4096,8,i0,k0,k1,i1,1,2,2,1,2,64,i0,k0,j0,k1,i1,j1,i0,j1,None,0,4,32,6,3206,2.1353182792663574
128,256,4096,8,i0,k0,k1,i1,1,2,2,2,2,64,i0,k0,j0,k1,i1,j1,i0,j1,j0,2,32,21,6,2106,1.87558913230896
128,256,4096,8,i0,k0,k1,i1,1,2,2,1,2,64,i0,k0,j0,k1,i1,j1,i0,j1,j0,2,2,21,6,2106,2.266782522201538
256,128,4096,8,i0,k0,k1,i1,1,2,2,1,2,64,i0,k0,j0,k1,i1,j1,i0,j1,j0,2,16,21,6,2106,1.9833297729492188
128,256,4096,8,i0,k0,k1,i1,0,3,2,2,2,64,i0,k0,j0,k1,j1,i1,i0,None,j1,64,16,1,18,118,3.3284449577331543
256,128,4096,8,i0,k0,k1,i1,0,3,2,2,2,64,i0,k0,j0,k1,j1,i1,i0,None,j1,64,32,0,18,18,3.4169838428497314
128,256,4096,8,i0,k0,k1,i1,0,1,1,1,2,64,i0,k0,j0,k1,j1,i1,i0,None,j1,64,32,0,37,37,3.4094598293304443
128,256,4096,8,i0,k0,i1,k1,0,1,2,1,2,64,i0,j0,k0,i1,j1,k1,i0,None,j1,64,8,3,19,319,4.7534050941467285
128,256,4096,8,i0,k0,k1,i1,0,1,2,1,2,64,i0,k0,j0,k1,j1,i1,i0,None,None,0,16,8,38,838,3.4105637073516846
128,256,4096,8,i0,k0,k1,i1,1,1,2,1,2,64,i0,k0,j0,k1,j1,i1,i0,None,j1,64,16,1,18,118,4.359047889709473
128,256,4096,8,i0,i1,k0,k1,1,0,1,2,2,64,i0,j0,i1,k0,k1,j1,i0,None,j1,64,64,0,35,35,1.765318751335144
128,256,4096,8,i0,k0,i1,k1,1,1,0,2,2,64,i0,k0,i1,j0,j1,k1,i0,None,None,0,32,24,17,2417,4.390726566314697
128,256,4096,8,i0,i1,k0,k1,1,0,2,2,2,64,i0,i1,j0,k0,j1,k1,i0,None,j1,64,4,7,9,709,4.351059436798096
128,256,4096,8,i0,k0,i1,k1,1,1,0,2,2,64,i0,k0,i1,j0,j1,k1,i0,None,None,0,16,8,17,817,4.415264129638672
256,128,4096,8,i0,k0,i1,k1,1,1,0,2,2,64,i0,k0,i1,j0,j1,k1,i0,None,k0,256,32,0,17,17,4.529183387756348
128,256,4096,8,i0,k0,i1,k1,1,4,2,2,2,64,i0,k0,i1,j0,j1,k1,i0,None,j1,64,32,0,9,9,4.304076671600342
128,256,4096,8,i0,k0,i1,k1,1,1,1,2,2,64,i0,k0,j0,i1,j1,k1,i0,None,j1,64,16,1,38,138,4.364505767822266
128,256,4096,8,i0,k0,i1,k1,1,1,1,2,2,64,i0,k0,j0,i1,j1,k1,i0,None,None,0,16,8,38,838,4.371566295623779
128,256,4096,8,i0,k0,i1,k1,1,2,0,2,2,64,i0,k0,i1,j0,j1,k1,i0,None,k0,128,16,0,27,27,4.372835159301758
128,256,4096,8,i0,k0,i1,k1,1,2,0,2,2,64,i0,k0,i1,j0,j1,k1,i0,None,None,0,8,16,27,1627,4.4365010261535645
128,256,4096,8,i0,k0,i1,k1,2,2,2,3,2,64,i0,j0,k0,i1,k1,j1,i0,j1,j0,2,16,2,16,216,22.273799896240234
128,256,4096,8,i0,k0,k1,i1,1,1,2,1,2,64,i0,j0,k0,k1,i1,j1,i0,j1,j0,2,16,2,36,236,1.6416316032409668
128,256,4096,8,i0,k0,k1,i1,2,3,2,2,2,64,i0,j0,k0,k1,i1,j1,i0,j1,None,0,4,32,36,3236,21.122940063476562
256,128,4096,8,i0,k0,k1,i1,1,1,1,2,2,64,i0,j0,k0,k1,i1,j1,i0,j1,j0,2,32,10,35,1035,1.6443578004837036
256,128,4096,8,i0,k0,k1,i1,2,2,2,2,2,64,i0,j0,k0,k1,i1,j1,i0,j1,j0,2,16,21,26,2126,21.865995407104492
256,128,128,256,i0,k0,i1,k1,1,1,0,2,2,64,i0,j0,k0,i1,k1,j1,i0,j1,k0,256,16,7,24,724,2.3949615955352783
128,256,4096,8,i0,k0,k1,i1,1,2,1,2,2,64,i0,j0,k0,k1,j1,i1,i0,None,j1,64,32,0,27,27,4.545149803161621
128,256,4096,8,i0,k0,k1,i1,1,1,2,2,2,64,i0,j0,k0,k1,j1,i1,i0,None,j1,64,8,3,18,318,3.3829212188720703
128,256,4096,8,i0,k0,k1,i1,1,2,1,2,2,64,i0,j0,k0,k1,j1,i1,i0,None,j1,64,32,0,27,27,4.518199443817139
128,256,4096,8,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,j0,j1,k1,i0,None,j1,64,4,7,28,728,4.77869987487793
128,256,4096,8,i0,i1,k0,k1,0,0,1,1,2,64,i0,j0,i1,k0,j1,k1,i0,None,j1,64,16,1,28,128,5.162204742431641
128,256,4096,8,i0,i1,k0,k1,0,0,1,1,2,64,i0,j0,i1,k0,j1,k1,i0,None,None,0,8,16,28,1628,4.758068561553955
128,256,4096,8,i0,k0,i1,k1,1,1,2,2,2,64,i0,j0,k0,i1,k1,j1,i0,j1,None,0,16,8,26,826,1.6193265914916992
128,256,4096,8,i0,k0,k1,i1,0,1,2,1,2,64,i0,j0,k0,k1,i1,j1,i0,j1,None,0,16,8,16,816,1.6475478410720825
128,256,4096,8,i0,k0,k1,i1,1,2,2,1,2,64,i0,j0,k0,k1,i1,j1,None,None,None,0,4,32,6,3206,21.283742904663086
128,256,4096,8,i0,k0,k1,i1,1,2,2,2,2,64,i0,j0,k0,k1,i1,j1,i0,j1,None,0,32,24,6,2406,1.5860192775726318
128,256,4096,8,i0,k0,k1,i1,1,2,2,1,2,64,i0,j0,k0,k1,i1,j1,i0,j1,None,0,2,24,6,2406,2.6981606483459473
256,128,4096,8,i0,k0,k1,i1,1,2,2,1,2,64,i0,j0,k0,k1,i1,j1,None,j1,j0,2,16,21,6,2106,21.16400909423828
256,128,128,256,i0,k0,i1,k1,1,1,2,2,2,64,i0,j0,k0,i1,k1,j1,i0,None,None,0,16,8,26,826,2.5105443000793457
128,256,4096,8,i0,k0,k1,i1,0,3,2,2,2,64,i0,j0,k0,k1,j1,i1,i0,None,None,0,16,8,18,818,2.9629528522491455
128,256,4096,8,i0,k0,k1,i1,0,1,1,1,2,64,i0,j0,k0,k1,j1,i1,i0,None,None,0,32,24,37,2437,3.3620805740356445
128,256,4096,8,i0,k0,k1,i1,0,1,2,1,2,64,i0,j0,k0,k1,j1,i1,i0,None,None,0,8,16,38,1638,3.3599307537078857
128,256,4096,8,i0,k0,k1,i1,1,1,2,1,2,64,i0,j0,k0,k1,j1,i1,i0,None,None,0,16,8,18,818,3.370501756668091
128,256,4096,8,i0,i1,k0,k1,1,0,1,2,2,64,i0,j0,i1,k0,j1,k1,i0,None,j1,64,32,0,8,8,4.177478790283203
128,256,4096,8,i0,i1,k0,k1,1,0,2,2,2,64,i0,i1,k0,j0,j1,k1,i0,None,None,0,4,32,9,3209,4.327223777770996
128,256,4096,8,i0,i1,k0,k1,1,0,1,2,2,64,i0,j0,i1,k0,j1,k1,i0,None,j1,64,16,1,8,108,4.19235897064209
128,256,4096,8,i0,i1,k0,k1,1,0,2,2,2,64,i0,j0,i1,k0,j1,k1,i0,None,None,0,16,8,9,809,4.245654582977295
128,256,4096,8,i0,i1,k0,k1,1,0,2,2,2,64,i0,j0,i1,k0,j1,k1,i0,None,j1,64,8,3,9,309,4.314521312713623
128,256,4096,8,i0,k0,k1,i1,0,1,2,1,2,64,i0,j0,k0,k1,i1,j1,i0,j1,j0,2,8,5,16,516,1.7060338258743286
128,256,4096,8,i0,k0,k1,i1,1,2,2,1,2,64,i0,j0,k0,k1,i1,j1,i0,j1,None,0,2,24,6,2406,1.9460728168487549
256,128,4096,8,i0,k0,k1,i1,0,1,1,1,2,64,i0,j0,k0,k1,i1,j1,i0,j1,j0,2,16,21,15,2115,1.6312543153762817
128,256,4096,8,i0,k0,k1,i1,1,2,2,2,2,64,i0,j0,k0,k1,i1,j1,i0,j1,j0,2,16,2,6,206,1.6712971925735474
256,128,4096,8,i0,k0,k1,i1,1,2,2,1,2,64,i0,j0,k0,k1,i1,j1,i0,j1,j0,2,32,10,6,1006,1.5529783964157104
256,128,128,256,i0,k0,i1,k1,1,1,2,2,2,64,i0,j0,k0,i1,k1,j1,i0,j1,j0,2,32,21,26,2126,3.9143295288085938
128,256,4096,8,i0,k0,k1,i1,0,3,2,2,2,64,i0,j0,k0,k1,j1,i1,i0,None,j1,64,8,3,18,318,2.9665415287017822
128,256,4096,8,i0,k0,k1,i1,0,1,1,1,2,64,i0,j0,k0,k1,j1,i1,i0,None,j1,64,16,1,37,137,4.770133972167969
128,256,4096,8,i0,k0,k1,i1,0,1,2,1,2,64,i0,j0,k0,k1,j1,i1,i0,None,j1,64,4,7,38,738,3.3475332260131836
128,256,4096,8,i0,k0,k1,i1,0,1,1,1,2,64,i0,j0,k0,k1,j1,i1,i0,None,j1,64,16,1,37,137,3.5696089267730713
128,256,4096,8,i0,k0,k1,i1,0,1,2,1,2,64,i0,j0,k0,k1,j1,i1,i0,None,None,0,8,16,38,1638,3.3477096557617188
128,256,4096,8,i0,k0,k1,i1,1,1,2,1,2,64,i0,j0,k0,k1,j1,i1,i0,None,j1,64,8,3,18,318,3.338660478591919
128,256,4096,8,i0,i1,k0,k1,1,0,1,2,2,64,i0,j0,i1,k0,j1,k1,i0,None,j1,64,128,0,8,8,5.4612555503845215
128,256,4096,8,i0,i1,k0,k1,1,0,1,2,2,64,i0,j0,i1,k0,j1,k1,i0,None,None,0,64,32,8,3208,5.813082695007324
128,256,4096,8,i0,i1,k0,k1,1,0,2,2,2,64,i0,i1,k0,j0,j1,k1,i0,None,j1,64,2,15,9,1509,18.32905387878418
128,256,4096,8,i0,i1,k0,k1,1,0,1,2,2,64,i0,j0,i1,k0,j1,k1,i0,None,None,0,8,16,8,1608,4.300263404846191
256,128,4096,8,i0,i1,k0,k1,1,0,1,2,2,64,i0,j0,i1,k0,j1,k1,i0,None,j1,64,16,0,8,8,4.2255754470825195
128,256,4096,8,i0,i1,k0,k1,1,2,4,2,2,64,i0,j0,i1,k0,j1,k1,i0,None,j1,64,16,1,31,131,4.314497947692871
128,256,4096,8,i0,k0,i1,k1,1,1,1,2,2,64,i0,j0,k0,i1,j1,k1,i0,None,j1,64,8,3,38,338,4.3262128829956055
128,256,4096,8,i0,i1,k0,k1,1,0,2,2,2,64,i0,j0,i1,k0,j1,k1,i0,None,j1,64,8,3,9,309,4.25040340423584
128,256,4096,8,i0,i1,k0,k1,1,0,2,2,2,64,i0,j0,i1,k0,j1,k1,i0,None,None,0,16,8,9,809,4.25201416015625
256,128,128,256,i0,k0,k1,i1,1,2,2,1,2,64,i0,j0,k0,k1,i1,j1,i0,j1,j0,2,16,2,6,206,2.4022154808044434
256,128,128,256,i0,k0,k1,i1,1,2,2,1,2,64,i0,j0,k0,k1,i1,j1,i0,j1,j0,2,32,21,6,2106,3.9987151622772217
128,256,128,256,i0,k0,k1,i1,1,2,2,2,2,64,i0,j0,k0,k1,i1,j1,i0,j1,None,0,32,8,6,806,3.9113025665283203
128,256,128,256,i0,k0,i1,k1,1,1,2,2,2,64,i0,j0,k0,i1,k1,j1,i0,j1,None,0,16,16,26,1626,2.3042948246002197
256,128,128,256,i0,k0,k1,i1,0,1,1,1,2,64,i0,j0,k0,k1,i1,j1,i0,j1,j0,2,16,2,15,215,2.2151927947998047
256,128,128,256,i0,k0,k1,i1,1,1,1,2,2,64,i0,j0,k0,k1,i1,j1,i0,j1,j0,2,32,21,35,2135,3.765846014022827
128,256,128,256,i0,k0,k1,i1,0,1,2,1,2,64,i0,j0,k0,k1,i1,j1,i0,j1,None,0,16,16,16,1616,2.269002676010132
128,256,128,256,i0,k0,k1,i1,1,2,2,2,2,64,i0,j0,k0,k1,i1,j1,i0,j1,j0,2,16,5,6,506,2.3483521938323975
128,256,128,256,i0,k0,k1,i1,0,1,2,1,2,64,i0,j0,k0,k1,i1,j1,i0,j1,j0,2,8,10,16,1016,1.4480998516082764
128,256,128,256,i0,i1,k0,k1,1,0,1,2,2,64,i0,j0,i1,k0,k1,j1,i0,None,i1,256,64,3,35,335,6.95134162902832
128,256,128,256,i0,k0,k1,i1,0,1,1,1,2,64,i0,j0,k0,k1,i1,j1,i0,j1,j0,2,32,2,15,215,3.564404010772705
128,256,256,128,i0,k0,k1,i1,1,2,2,2,2,64,i0,k0,j0,k1,i1,j1,i0,j1,j0,2,32,21,6,2106,2.3425180912017822
256,128,128,256,i0,k0,k1,i1,1,2,2,1,2,64,i0,k0,j0,k1,i1,j1,i0,j1,j0,2,16,2,6,206,2.295140027999878
128,256,128,256,i0,k0,k1,i1,1,2,2,1,2,64,i0,k0,j0,k1,i1,j1,i0,j1,None,0,4,24,6,2406,1.4107768535614014
256,128,128,256,i0,k0,k1,i1,1,2,2,1,2,64,i0,j0,k0,k1,i1,j1,i0,j1,None,0,4,32,6,3206,1.3816554546356201
128,256,256,128,i0,k0,k1,i1,1,2,2,1,2,64,i0,k0,j0,k1,i1,j1,i0,j1,j0,2,2,21,6,2106,1.328260064125061
256,128,256,128,i0,k0,i1,k1,1,1,0,2,2,64,i0,j0,k0,i1,k1,j1,i0,j1,k0,256,16,3,24,324,1.5436075925827026
256,128,128,256,i0,k0,k1,i1,1,2,2,1,2,64,i0,j0,k0,k1,i1,j1,i0,j1,j0,2,2,21,6,2106,1.383050560951233
256,128,256,128,i0,k0,i1,k1,1,1,2,2,2,64,i0,j0,k0,i1,k1,j1,i0,None,None,0,16,24,26,2426,1.556963324546814
128,256,256,128,i0,k0,k1,i1,1,2,2,1,2,64,i0,j0,k0,k1,i1,j1,i0,j1,j0,2,16,2,6,206,1.5228087902069092
256,128,128,256,i0,k0,k1,i1,1,2,2,1,2,64,i0,j0,k0,k1,i1,j1,i0,j1,None,0,4,32,6,3206,1.3864246606826782
256,128,4096,8,i0,k0,i1,k1,1,1,2,2,2,64,i0,j0,k0,i1,k1,j1,i0,j1,None,0,16,24,26,2426,1.59305739402771
256,128,128,256,i0,k0,k1,i1,1,2,2,1,2,64,i0,j0,k0,k1,i1,j1,i0,j1,j0,2,2,21,6,2106,1.332135558128357
256,128,4096,8,i0,i1,k0,k1,1,0,1,2,2,64,i0,j0,i1,k0,k1,j1,i0,None,j1,64,64,0,35,35,1.2763125896453857
128,256,256,128,i0,k0,i1,k1,1,1,2,2,2,64,i0,j0,k0,i1,k1,j1,i0,j1,j0,2,16,2,26,226,1.4636121988296509
256,128,4096,8,i0,k0,k1,i1,1,2,2,1,2,64,i0,k0,j0,k1,i1,j1,i0,j1,None,0,4,16,6,1606,1.6320596933364868
128,256,256,128,i0,k0,k1,i1,0,1,1,1,2,64,i0,j0,k0,k1,i1,j1,i0,j1,j0,2,32,21,15,2115,2.884300470352173
256,128,128,256,i0,k0,k1,i1,0,1,2,1,2,64,i0,j0,k0,k1,i1,j1,i0,j1,j0,2,16,2,16,216,2.2804388999938965
128,256,128,256,i0,k0,i1,k1,1,1,0,2,2,64,i0,j0,k0,i1,k1,j1,i0,j1,k0,128,16,31,24,3124,2.2198550701141357
256,128,256,128,i0,k0,k1,i1,1,2,2,1,64,2,i0,j0,k0,k1,i1,j1,i0,j1,j0,64,16,15,6,1506,7.086491107940674
256,128,4096,8,i0,k0,k1,i1,1,2,2,1,64,2,i0,j0,k0,k1,i1,j1,i0,j1,j0,64,32,0,6,6,4.8520426750183105
128,256,4096,8,i0,k0,k1,i1,1,2,2,2,64,2,i0,j0,k0,k1,i1,j1,i0,j1,None,0,32,24,6,2406,5.1657490730285645
128,256,4096,8,i0,k0,i1,k1,1,1,2,2,64,2,i0,j0,k0,i1,k1,j1,i0,j1,None,0,16,8,26,826,4.653988361358643
128,256,4096,8,i0,k0,k1,i1,1,1,2,1,64,2,i0,j0,k0,k1,i1,j1,i0,j1,j0,64,16,1,36,136,4.508275508880615
256,128,4096,8,i0,k0,k1,i1,1,1,1,2,64,2,i0,j0,k0,k1,i1,j1,i0,j1,j0,64,32,0,35,35,4.145816326141357
128,256,4096,8,i0,k0,k1,i1,1,2,2,2,64,2,i0,j0,k0,k1,i1,j1,i0,j1,j0,64,16,1,6,106,5.3737921714782715
128,256,128,256,i0,k0,k1,i1,1,2,2,1,64,2,i0,j0,k0,k1,i1,j1,i0,j1,j0,64,2,24,6,2406,5.631129264831543
128,256,4096,8,i0,k0,k1,i1,0,1,2,1,64,2,i0,j0,k0,k1,i1,j1,i0,j1,j0,64,8,3,16,316,4.410640716552734
128,256,4096,8,i0,i1,k0,k1,1,0,1,2,64,2,i0,j0,i1,k0,k1,j1,i0,None,j0,64,64,0,35,35,4.186150550842285
128,256,4096,8,i0,k0,k1,i1,0,1,1,1,64,2,i0,j0,k0,k1,i1,j1,i0,j1,j0,64,32,0,15,15,4.13264274597168
256,128,256,128,i0,k0,i1,k1,1,1,2,2,64,2,i0,j0,k0,i1,k1,j1,i0,j1,j0,64,16,15,26,1526,7.453184604644775
128,256,4096,8,i0,k0,k1,i1,1,2,2,1,64,2,i0,j0,k0,k1,i1,j1,i0,j1,None,0,2,24,6,2406,4.843942165374756
256,128,4096,8,i0,k0,k1,i1,1,2,2,1,64,2,i0,k0,j0,k1,i1,j1,i0,j1,j0,64,16,0,6,6,3.767019271850586
128,256,4096,8,i0,k0,k1,i1,1,2,2,1,64,2,i0,k0,j0,k1,i1,j1,i0,j1,None,0,4,32,6,3206,3.6723949909210205
256,128,4096,8,i0,k0,k1,i1,1,2,2,1,64,2,i0,j0,k0,k1,i1,j1,i0,j1,None,0,4,16,6,1606,4.813106536865234
128,256,128,256,i0,k0,i1,k1,1,1,2,2,64,2,i0,j0,k0,i1,k1,j1,i0,j1,j0,64,16,23,26,2326,20.245283126831055
256,128,4096,8,i0,k0,k1,i1,1,2,2,1,64,2,i0,j0,k0,k1,i1,j1,i0,j1,j0,64,2,7,6,706,4.9461259841918945
128,256,128,256,i0,k0,i1,k1,1,1,2,2,64,2,i0,j0,k0,i1,k1,j1,i0,j1,j0,64,16,23,26,2326,18.348115921020508
128,256,128,256,i0,k0,k1,i1,1,2,2,1,2,64,i0,j0,k0,k1,j1,i1,i0,None,None,0,4,24,28,2428,5.5177412033081055
256,128,4096,8,i0,k0,i1,k1,1,1,2,2,2,64,i0,j0,k0,i1,k1,j1,i0,j1,j0,2,32,10,26,1026,1.366895318031311
128,256,4096,8,i0,i1,k0,k1,1,2,2,2,2,64,i0,i1,k0,k1,j0,j1,i0,j1,None,0,32,24,16,2416,1.3152961730957031
128,256,4096,8,i0,k0,k1,i1,1,2,2,1,2,64,i0,j0,k0,k1,i1,j1,i0,j1,None,0,16,8,6,806,1.4751362800598145
128,256,4096,8,i0,k0,k1,i1,1,1,2,1,2,64,i0,k0,j0,k1,i1,j1,i0,j1,j0,2,16,2,36,236,1.483473777770996
128,256,4096,8,i0,k0,k1,i1,0,1,2,1,2,64,i0,k0,j0,k1,i1,j1,i0,j1,None,0,16,8,16,816,1.4736615419387817
128,256,4096,8,i0,k0,k1,i1,1,2,2,2,2,64,i0,k0,j0,k1,i1,j1,i0,j1,j0,2,16,2,6,206,1.4856210947036743
128,256,128,256,i0,k0,k1,i1,1,2,2,1,2,64,i0,j0,k0,k1,j1,i1,i0,None,j1,64,2,24,28,2428,21.689008712768555
128,256,4096,8,i0,k0,k1,i1,0,1,2,1,2,64,i0,k0,j0,k1,i1,j1,i0,j1,j0,2,8,5,16,516,1.520961046218872
128,256,4096,8,i0,k0,i1,k1,1,1,0,2,2,64,i0,k0,i1,j0,k1,j1,i0,None,k0,128,64,0,4,4,1.442022442817688
128,256,4096,8,i0,k0,i1,k1,1,1,2,2,2,64,i0,j0,k0,j1,i1,k1,i0,None,None,0,2,24,19,2419,5.9569621086120605
256,128,4096,8,i0,k0,k1,i1,1,2,2,1,2,64,i0,k0,k1,j0,i1,j1,i0,j1,j0,2,16,21,6,2106,1.548086166381836
256,128,4096,8,i0,i1,k0,k1,1,2,1,2,2,64,i0,i1,k0,k1,j0,j1,i0,j1,None,0,4,16,15,1615,1.526125192642212
256,128,256,128,i0,k0,k1,i1,0,1,1,1,2,64,j0,i0,k0,k1,i1,j1,j0,j1,i0,256,32,1,15,115,29.371179580688477
128,256,4096,8,i0,k0,i1,k1,1,1,2,2,2,64,i0,k0,j0,i1,k1,j1,i0,j1,j0,2,2,21,26,2126,1.694214940071106
256,128,4096,8,i0,k0,i1,k1,1,1,2,2,2,64,i0,j0,k0,i1,k1,j1,i0,j1,j0,2,2,10,26,1026,1.6952018737792969
256,128,128,256,i0,k0,i1,k1,1,1,2,2,2,64,i0,j0,k0,i1,j1,k1,i0,None,None,0,16,8,39,839,19.113065719604492
256,128,256,128,i0,k0,k1,i1,1,1,1,0,2,64,i0,j0,k0,k1,i1,j1,i0,j1,k1,128,16,7,35,735,1.6319639682769775
128,256,128,256,i0,k0,k1,i1,1,2,2,2,2,64,i0,j0,k0,k1,i1,j1,i0,j1,None,0,4,24,6,2406,1.352286458015442
128,256,4096,8,i0,k0,k1,i1,0,2,1,2,2,64,i0,j0,k0,k1,i1,j1,i0,j1,None,0,32,24,25,2425,1.382529854774475
128,256,4096,8,i0,k0,i1,k1,1,2,2,2,2,64,i0,j0,k0,i1,k1,j1,i0,j1,None,0,16,8,36,836,1.4680650234222412
256,128,4096,8,i0,k0,k1,i1,1,1,1,2,2,64,i0,j0,k0,k1,i1,j1,i0,j1,j0,2,16,21,35,2135,1.4702880382537842
128,256,4096,8,i0,k0,k1,i1,2,1,4,1,2,64,i0,j0,k0,k1,i1,j1,i0,j1,None,0,16,8,18,818,19.31694221496582
128,256,4096,8,i0,k0,k1,i1,0,2,1,2,2,64,i0,j0,k0,k1,i1,j1,i0,j1,j0,2,16,2,25,225,1.4634791612625122
128,256,128,256,i0,k0,k1,i1,1,2,2,2,2,64,i0,j0,k0,k1,i1,j1,i0,j1,j0,2,2,2,6,206,1.3622462749481201
128,256,4096,8,i0,i1,k0,k1,1,1,2,2,2,64,i0,j0,i1,k0,k1,j1,i0,None,j1,64,64,0,6,6,1.3980402946472168
128,256,4096,8,i0,k0,k1,i1,0,2,1,1,2,64,i0,j0,k0,k1,i1,j1,i0,j1,j0,2,32,21,25,2125,1.4349546432495117
128,256,4096,8,i0,k0,k1,i1,1,2,0,2,2,64,i0,k0,j0,k1,i1,j1,i0,j1,k0,128,32,0,4,4,1.588403582572937
128,256,4096,8,i0,k0,k1,i1,1,3,2,2,2,64,i0,j0,k0,k1,i1,j1,i0,j1,None,0,2,24,16,2416,1.6809698343276978
256,128,4096,8,i0,k0,k1,i1,2,2,2,2,2,64,i0,k0,j0,k1,i1,j1,i0,j1,j0,2,16,21,26,2126,21.835691452026367
256,128,4096,8,i0,k0,k1,i1,1,2,0,1,2,64,i0,j0,k0,k1,i1,j1,i0,j1,None,0,4,16,4,1604,1.8087544441223145
256,128,256,128,i0,k0,k1,i1,0,2,2,2,2,64,i0,j0,k0,k1,i1,j1,i0,j1,j0,2,32,10,26,1026,2.233027458190918
128,256,4096,8,i0,k0,k1,i1,0,2,1,1,2,64,i0,k0,j0,k1,i1,j1,i0,j1,j0,2,2,21,25,2125,1.5998796224594116
128,256,128,256,i0,k0,k1,i1,0,1,2,2,2,64,i0,j0,k0,k1,i1,j1,i0,j1,j0,2,16,5,16,516,2.2464120388031006
128,256,128,256,i0,k0,i1,k1,1,2,2,2,2,64,i0,j0,k0,i1,k1,j1,i0,j1,j0,2,16,5,36,536,2.2796859741210938
256,128,128,256,i0,k0,i1,k1,1,2,0,2,2,64,i0,j0,k0,i1,k1,j1,i0,j1,k0,256,16,7,34,734,2.282560110092163
256,128,4096,8,i0,k0,k1,i1,2,2,2,2,2,64,i0,j0,k0,k1,i1,j1,i0,j1,j0,2,2,10,26,1026,24.950117111206055
256,128,128,256,i0,k0,i1,k1,1,2,2,2,2,64,i0,j0,k0,i1,k1,j1,i0,None,None,0,16,8,36,836,2.280784845352173
