P i1,P k1,P j1,P lorder0,P lorder1,P lorder2,P lorder3,P lorder4,P lorder5,P mode0,P mode1,P mode2,P mode3,P para,P nt,P parchunk,Mapped X,Mapped Y,Mapped,Execution Time
2,2,64,i1,k1,i0,j1,k0,j0,0,0,0,0,i1,48,256,0,13,13,1.2691113948822021
8,4,32,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,64,0,23,23,1.2508760690689087
4,8,64,i1,i0,k1,j1,k0,j0,1,1,0,0,i1,48,8,4,33,433,1.4512507915496826
1,256,32,i1,i0,k1,k0,j1,j0,0,1,0,0,i1,48,64,4,3,403,1.3098963499069214
2,64,4,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,256,0,23,23,1.282854437828064
4,4,16,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,256,0,23,23,1.271921992301941
8,64,8,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,32,16,23,1623,1.3501410484313965
2,16,64,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,256,0,23,23,1.244472622871399
8,8,128,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,256,0,13,13,1.2342345714569092
64,4,128,i1,i0,j1,k1,k0,j0,1,0,0,0,i1,48,32,8,33,833,1.221829891204834
2,256,1,i1,k1,k0,i0,j1,j0,1,0,0,0,i1,48,256,2,3,203,2.209216356277466
4,256,1,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,32,32,23,3223,2.2965075969696045
16,8,8,i1,k1,k0,i0,j1,j0,0,0,1,0,i1,48,16,8,13,813,inf
2,128,64,i1,j1,k1,i0,k0,j0,0,0,0,0,i1,48,256,1,13,113,12.042145729064941
64,4,1,i1,k1,i0,k0,j1,j0,0,0,1,0,i1,48,64,4,33,433,inf
32,4,128,i1,j1,k1,k0,i0,j0,0,0,1,0,i1,48,2,24,13,2413,inf
8,32,4,i1,k1,i0,k0,j1,j0,1,0,1,0,i1,48,8,32,33,3233,inf
2,64,64,i1,i0,k1,k0,j1,j0,1,1,0,0,i1,48,128,1,3,103,2.7354602813720703
256,64,4,k1,i1,k0,i0,j1,j0,0,1,0,1,i1,48,8,8,24,824,inf
2,128,128,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,128,2,23,223,2.3234126567840576
32,2,64,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,128,0,23,23,2.008281946182251
4,64,8,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,64,4,23,423,1.638273000717163
32,4,32,i1,k1,k0,i0,j1,j0,0,0,1,0,i1,48,8,16,13,1613,inf
8,256,8,i1,k1,i0,k0,j1,j0,0,0,1,0,i1,48,32,24,33,2433,2.2714149951934814
4,1,32,k1,k0,i1,j1,i0,j0,1,1,0,0,i1,48,8,0,3,3,inf
4,128,32,i1,i0,j1,k1,k0,j0,0,0,0,0,i1,48,1,32,33,3233,14.591879844665527
1,2,128,i1,j1,k1,k0,i0,j0,1,0,1,1,i1,48,1,2,14,214,inf
8,32,128,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,256,1,23,123,2.8333468437194824
8,256,1,i1,k1,i0,k0,j1,j0,1,0,1,0,i1,48,32,24,33,2433,3.0771543979644775
4,2,64,i1,i0,k1,j1,k0,j0,0,1,0,1,i1,48,16,0,34,34,1.9782136678695679
128,4,16,i1,k1,i0,k0,j1,j0,0,0,1,0,i1,48,64,8,33,833,inf
2,128,32,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,8,32,13,3213,11.615090370178223
8,64,8,i1,k1,i0,k0,j1,j0,1,0,1,0,i1,48,16,32,33,3233,inf
16,64,2,k1,i1,k0,i0,j1,j0,0,1,0,0,i1,48,1,24,23,2423,80.90088653564453
8,64,8,i1,k1,k0,i0,j1,j0,1,0,1,0,i1,48,16,32,13,3213,inf
32,2,16,i1,k1,i0,k0,j1,j0,1,0,1,0,i1,48,8,8,33,833,inf
2,256,32,i1,k1,i0,j1,k0,j0,1,0,0,0,i1,48,16,32,13,3213,2.8770768642425537
256,8,32,i1,i0,k1,j1,k0,j0,1,1,0,1,i1,48,1,8,34,834,2.341487407684326
32,4,1,i1,k1,i0,k0,j1,j0,1,0,1,0,i1,48,16,8,33,833,inf
16,4,64,i1,j1,k1,i0,k0,j0,1,1,0,0,i1,48,32,2,33,233,1.5780540704727173
128,64,64,k1,i1,k0,i0,j1,j0,0,0,0,1,i1,48,1,32,4,3204,23.48162269592285
8,16,64,i1,j1,k1,i0,k0,j0,1,1,0,0,i1,48,2,24,33,2433,1.6772825717926025
64,4,32,i1,k1,k0,i0,j1,j0,0,0,1,0,i1,48,16,16,13,1613,inf
128,64,64,k1,i1,k0,j1,i0,j0,0,0,0,0,i1,48,64,8,23,823,45.82036590576172
32,4,1,i1,k1,i0,k0,j1,j0,1,0,1,0,i1,48,8,16,33,1633,inf
2,64,1,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,4,32,23,3223,2.122446060180664
16,4,32,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,4,16,13,1613,2.5707614421844482
32,2,128,i1,j1,i0,k1,k0,j0,1,0,0,0,i1,48,64,1,33,133,2.038280487060547
32,8,128,i1,j1,k1,i0,k0,j0,1,0,1,0,i1,48,4,24,23,2423,inf
1,256,128,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,16,16,13,1613,19.59136962890625
8,32,32,i1,k1,i0,j1,k0,j0,1,0,0,1,i1,48,1,16,14,1614,inf
4,128,32,i1,k1,j1,i0,k0,j0,0,1,0,0,i1,48,256,2,33,233,2.2591772079467773
2,32,8,i1,k1,j1,k0,i0,j0,0,0,0,0,i1,48,16,4,3,403,2.498075246810913
8,4,64,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,8,4,13,413,1.4090133905410767
128,4,16,i1,k1,i0,k0,j1,j0,1,0,1,0,i1,48,32,16,33,1633,inf
32,4,32,i1,j1,k1,i0,k0,j0,1,0,0,0,i1,48,16,8,13,813,1.9406895637512207
32,16,2,k1,i1,k0,i0,j1,j0,0,1,0,1,i1,48,8,24,24,2424,inf
2,16,1,i1,i0,k1,k0,j1,j0,0,1,1,1,i1,48,1,32,14,3214,inf
16,4,32,i1,j1,k1,i0,k0,j0,0,0,0,0,i1,48,32,2,13,213,2.8611629009246826
8,32,8,i1,i0,k1,k0,j1,j0,0,1,0,0,i1,48,64,4,3,403,2.2082526683807373
32,2,16,i1,j1,k1,i0,k0,j0,0,0,0,0,i1,48,1,24,13,2413,2.537496328353882
2,32,1,i1,k1,k0,i0,j1,j0,1,0,0,1,i1,48,128,0,4,4,2.359156370162964
64,2,1,i1,k1,i0,k0,j1,j0,0,0,1,0,i1,48,16,8,33,833,inf
32,4,64,i1,j1,i0,k1,k0,j0,1,0,0,0,i1,48,1,8,33,833,1.4506336450576782
2,16,16,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,64,0,23,23,2.235668659210205
2,32,1,i1,k1,k0,i0,j1,j0,0,0,0,1,i1,48,256,0,4,4,2.502847909927368
64,2,64,i1,j1,i0,k1,k0,j0,0,0,0,0,i1,48,1,8,33,833,4.520739555358887
4,128,128,i1,j1,k1,k0,i0,j0,1,0,0,1,i1,48,256,2,4,204,inf
8,4,64,i1,j1,i0,k1,k0,j0,1,0,0,0,i1,48,8,4,33,433,2.5273189544677734
1,16,32,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,64,0,23,23,1.645100474357605
64,256,2,k1,k0,i1,i0,j1,j0,0,1,1,0,i1,48,256,24,33,2433,inf
256,8,64,i1,k1,i0,j1,k0,j0,0,0,0,0,i1,48,8,16,13,1613,1.5879147052764893
1,16,32,i1,i0,k1,j1,k0,j0,0,1,0,0,i1,48,2,8,33,833,12.620888710021973
4,64,4,i1,k1,k0,i0,j1,j0,1,0,0,0,i1,48,128,2,3,203,1.4219732284545898
64,32,2,k1,k0,i1,i0,j1,j0,0,1,1,1,i1,48,128,16,34,1634,inf
2,32,128,i1,j1,i0,k1,k0,j0,0,0,0,0,i1,48,8,8,33,833,20.049406051635742
64,4,128,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,64,4,13,413,2.0481557846069336
128,8,16,i1,k1,j1,i0,k0,j0,0,1,0,0,i1,48,2,32,33,3233,inf
32,1,2,k1,i1,k0,i0,j1,j0,0,1,0,1,i1,48,256,0,24,24,inf
2,32,64,i1,i0,j1,k1,k0,j0,1,0,0,0,i1,48,2,32,33,3233,2.7459876537323
1,16,1,i1,k1,i0,k0,j1,j0,1,0,0,0,i1,48,256,0,23,23,2.007658004760742
8,64,32,i1,j1,k1,k0,i0,j0,0,0,0,0,i1,48,4,8,3,803,1.6816576719284058
64,64,2,k1,k0,i1,i0,j1,j0,0,1,1,1,i1,48,64,24,34,2434,inf
2,32,64,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,8,8,13,813,2.809946060180664
128,8,128,k1,k0,i1,j1,i0,j0,1,1,0,1,i1,48,1,24,4,2404,inf
1,16,32,i1,i0,k1,j1,k0,j0,1,1,0,0,i1,48,4,4,33,433,1.7368838787078857
64,128,2,k1,k0,i1,i0,j1,j0,0,1,0,1,i1,48,16,32,24,3224,inf
8,64,32,i1,k1,j1,i0,k0,j0,1,0,0,0,i1,48,32,16,13,1613,2.3133413791656494
1,4,128,i1,i0,j1,k1,k0,j0,1,1,0,0,i1,48,32,0,13,13,2.349649667739868
8,64,32,i1,k1,j1,i0,k0,j0,0,1,0,0,i1,48,64,8,33,833,1.6248488426208496
32,256,2,k1,k0,i1,i0,j1,j0,0,1,0,1,i1,48,8,24,24,2424,inf
8,128,4,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,64,16,23,1623,2.2410476207733154
64,256,128,i1,i0,j1,k1,k0,j0,1,1,1,0,i1,48,4,16,23,1623,inf
2,32,1,i1,i0,k1,k0,j1,j0,1,1,0,0,i1,48,4,16,3,1603,2.0004193782806396
256,64,2,k1,i1,k0,i0,j1,j0,0,1,0,1,i1,48,1,24,24,2424,inf
2,64,1,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,8,16,23,1623,3.9342291355133057
1,128,32,i1,i0,j1,k1,k0,j0,1,1,0,0,i1,48,1,8,13,813,28.447677612304688
1,32,32,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,2,16,13,1613,20.723251342773438
64,32,2,k1,i1,k0,i0,j1,j0,0,1,0,0,i1,48,1,8,23,823,inf
1,128,1,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,64,2,23,223,2.73944091796875
64,2,16,i1,k1,j1,i0,k0,j0,1,1,0,0,i1,48,8,16,33,1633,inf
8,32,32,i1,k1,j1,i0,k0,j0,0,1,0,0,i1,48,32,8,33,833,1.7430119514465332
32,128,2,k1,k0,i1,i0,j1,j0,0,1,0,1,i1,48,32,8,24,824,inf
1,8,128,i1,j1,i0,k1,k0,j0,1,0,0,0,i1,48,8,1,33,133,1.5561466217041016
4,16,128,i1,i0,j1,k1,k0,j0,0,0,0,1,i1,48,2,32,34,3234,16.856576919555664
2,16,128,i1,i0,k1,j1,k0,j0,0,0,0,1,i1,48,4,8,14,814,inf
16,32,2,k1,i1,k0,i0,j1,j0,0,1,0,1,i1,48,8,24,24,2424,inf
32,128,16,i1,j1,k1,i0,k0,j0,1,0,0,0,i1,48,2,8,13,813,2.129136800765991
4,128,128,i1,k1,j1,i0,k0,j0,1,0,1,1,i1,48,16,32,24,3224,inf
4,16,128,i1,k1,j1,i0,k0,j0,0,1,0,1,i1,48,32,2,34,234,inf
128,256,64,k1,k0,i1,j1,i0,j0,0,1,1,1,i1,48,256,8,14,814,inf
8,32,128,i1,i0,k1,j1,k0,j0,0,1,0,1,i1,48,1,16,34,1634,inf
2,32,32,i1,i0,k1,k0,j1,j0,0,1,0,1,i1,48,1,24,4,2404,inf
1,32,64,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,4,8,13,813,3.3653180599212646
64,256,2,k1,k0,i1,i0,j1,j0,0,1,0,0,i1,48,128,8,23,823,inf
1,64,32,i1,i0,j1,k1,k0,j0,0,0,0,0,i1,48,1,24,33,2433,28.0577392578125
1,4,16,k1,i1,k0,j1,i0,j0,0,1,1,0,i1,48,8,0,13,13,inf
64,1,16,i1,i0,k1,k0,j1,j0,1,1,0,0,i1,48,256,0,3,3,12.792769432067871
128,16,2,k1,i1,k0,i0,j1,j0,0,1,1,0,i1,48,4,32,33,3233,inf
2,8,128,i1,i0,j1,k1,k0,j0,1,0,0,0,i1,48,8,2,33,233,20.162023544311523
2,256,128,i1,k1,i0,j1,k0,j0,1,1,0,0,i1,48,256,2,33,233,2.0171761512756348
64,1,32,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,256,0,13,13,12.478920936584473
32,32,2,k1,k0,i1,i0,j1,j0,0,1,1,1,i1,48,128,8,34,834,inf
16,1,1,i1,i0,k1,k0,j1,j0,1,1,0,0,i1,48,256,0,3,3,3.8255527019500732
128,2,32,i1,i0,k1,j1,k0,j0,0,1,0,1,i1,48,256,1,34,134,16.964473724365234
128,1,32,i1,j1,i0,k1,k0,j0,1,1,0,0,i1,48,64,2,13,213,6.7558746337890625
128,32,2,k1,i1,k0,i0,j1,j0,0,1,0,1,i1,48,16,16,24,1624,inf
32,1,64,i1,i0,k1,j1,k0,j0,1,1,0,0,i1,48,128,0,33,33,1.927163004875183
1,8,2,i1,k1,k0,i0,j1,j0,1,1,1,1,i1,48,32,0,34,34,inf
256,2,32,i1,i0,k1,j1,k0,j0,0,1,0,1,i1,48,128,4,34,434,19.27389907836914
128,128,2,k1,i1,k0,i0,j1,j0,0,1,1,0,i1,48,1,24,33,2433,inf
32,8,128,i1,i0,j1,k1,k0,j0,0,0,0,0,i1,48,16,16,33,1633,13.081329345703125
8,64,64,i1,k1,k0,i0,j1,j0,1,0,1,0,i1,48,32,16,13,1613,inf
32,1,64,i1,i0,k1,k0,j1,j0,0,1,0,0,i1,48,256,0,3,3,3.3847413063049316
256,256,32,k1,k0,i1,j1,i0,j0,0,1,0,1,i1,48,64,24,4,2404,inf
32,256,16,i1,i0,k1,j1,k0,j0,1,1,0,0,i1,48,2,16,33,1633,2.210357904434204
32,1,128,i1,i0,j1,k1,k0,j0,0,1,0,0,i1,48,256,0,13,13,3.2050726413726807
8,32,128,i1,k1,j1,i0,k0,j0,0,1,0,1,i1,48,4,24,34,2434,inf
16,128,32,i1,k1,i0,k0,j1,j0,0,1,0,1,i1,48,1,8,4,804,inf
16,32,128,i1,k1,i0,j1,k0,j0,1,1,0,1,i1,48,2,16,34,1634,inf
16,32,1,i1,k1,i0,k0,j1,j0,1,0,1,1,i1,48,64,8,34,834,inf
4,32,1,i1,k1,i0,k0,j1,j0,1,1,0,1,i1,48,4,32,4,3204,inf
64,1,16,i1,k1,k0,i0,j1,j0,1,1,0,1,i1,48,32,2,24,224,inf
16,128,1,i1,k1,i0,k0,j1,j0,0,1,0,1,i1,48,1,8,4,804,inf
16,4,128,i1,k1,k0,i0,j1,j0,1,1,0,0,i1,48,256,0,23,23,4.993826866149902
8,4,1,i1,k1,k0,i0,j1,j0,1,1,0,1,i1,48,256,0,24,24,47.99950408935547
2,32,128,i1,i0,k1,k0,j1,j0,0,1,0,1,i1,48,2,32,4,3204,inf
8,64,32,i1,k1,i0,k0,j1,j0,1,1,0,1,i1,48,8,24,4,2404,inf
16,256,4,k1,i1,k0,i0,j1,j0,0,1,0,1,i1,48,1,16,24,1624,inf
4,32,1,i1,k1,i0,k0,j1,j0,0,1,0,1,i1,48,4,32,4,3204,inf
32,32,2,k1,i1,k0,i0,j1,j0,0,1,0,1,i1,48,4,16,24,1624,inf
4,16,128,i1,j1,k1,i0,k0,j0,1,1,0,1,i1,48,4,16,34,1634,inf
1,16,1,i1,k1,k0,i0,j1,j0,0,1,0,1,i1,48,16,1,24,124,22.242448806762695
8,32,4,i1,k1,k0,i0,j1,j0,1,1,0,1,i1,48,2,8,24,824,inf
128,8,2,k1,i1,k0,i0,j1,j0,0,1,0,1,i1,48,256,4,24,424,inf
1,16,128,i1,j1,i0,k1,k0,j0,1,0,0,1,i1,48,2,8,34,834,12.73648452758789
16,128,64,i1,k1,k0,j1,i0,j0,1,1,0,1,i1,48,2,24,4,2404,inf
8,32,4,i1,k1,k0,i0,j1,j0,0,1,0,1,i1,48,2,8,24,824,inf
16,128,128,i1,k1,k0,j1,i0,j0,1,1,0,1,i1,48,2,24,4,2404,inf
256,64,2,k1,i1,k0,i0,j1,j0,0,1,1,1,i1,48,1,24,34,2434,inf
16,4,4,i1,k1,k0,i0,j1,j0,0,1,0,1,i1,48,64,1,24,124,inf
32,64,128,i1,k1,j1,i0,k0,j0,0,1,0,1,i1,48,1,8,34,834,inf
8,64,1,i1,k1,i0,k0,j1,j0,1,1,0,1,i1,48,4,8,4,804,inf
128,64,2,k1,i1,k0,i0,j1,j0,0,1,1,0,i1,48,1,32,33,3233,inf
32,128,64,i1,k1,k0,j1,i0,j0,1,0,1,1,i1,48,1,16,34,1634,inf
1,16,128,i1,j1,i0,k1,k0,j0,1,0,0,1,i1,48,1,16,34,1634,21.380939483642578
32,128,2,k1,k0,i1,i0,j1,j0,0,1,1,1,i1,48,256,16,34,1634,inf
32,2,4,i1,k1,k0,i0,j1,j0,1,1,0,1,i1,48,32,2,24,224,inf
1,16,1,i1,k1,k0,i0,j1,j0,0,0,0,1,i1,48,128,0,4,4,15.721757888793945
8,8,4,i1,k1,k0,i0,j1,j0,0,1,0,1,i1,48,64,1,24,124,inf
8,32,128,i1,k1,j1,i0,k0,j0,1,1,0,1,i1,48,4,24,34,2434,inf
64,1,64,i1,k1,i0,k0,j1,j0,0,1,0,1,i1,48,16,4,4,404,inf
4,8,128,i1,i0,k1,j1,k0,j0,0,0,0,1,i1,48,16,2,14,214,inf
128,1,16,i1,k1,i0,j1,k0,j0,0,1,0,1,i1,48,8,16,34,1634,inf
8,8,64,i1,k1,k0,j1,i0,j0,0,1,0,1,i1,48,64,1,4,104,inf
8,8,128,i1,k1,j1,i0,k0,j0,1,1,0,1,i1,48,32,2,34,234,inf
4,16,64,i1,k1,j1,k0,i0,j0,0,1,0,1,i1,48,16,4,24,424,inf
4,16,128,i1,k1,j1,i0,k0,j0,1,1,0,1,i1,48,32,2,34,234,inf
4,32,1,i1,k1,k0,i0,j1,j0,0,1,0,1,i1,48,4,32,24,3224,inf
8,64,32,i1,k1,i0,k0,j1,j0,0,1,0,1,i1,48,8,24,4,2404,inf
8,64,1,i1,k1,i0,k0,j1,j0,0,1,0,1,i1,48,4,8,4,804,inf
16,32,32,i1,k1,i0,j1,k0,j0,1,0,0,1,i1,48,16,32,14,3214,inf
16,256,2,k1,k0,i1,i0,j1,j0,0,1,0,1,i1,48,32,8,24,824,inf
2,256,8,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,128,4,23,423,1.6883355379104614
4,128,4,i1,k1,k0,i0,j1,j0,0,0,0,0,i1,48,128,4,3,403,2.503859519958496
4,256,64,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,8,8,13,813,2.078836679458618
128,256,2,k1,k0,i1,i0,j1,j0,0,1,1,1,i1,48,32,24,34,2434,inf
4,32,1,i1,k1,k0,i0,j1,j0,0,0,0,0,i1,48,128,1,3,103,2.2737042903900146
1,16,32,i1,i0,k1,k0,j1,j0,0,1,0,0,i1,48,16,1,3,103,1.5860190391540527
2,64,1,i1,k1,k0,i0,j1,j0,1,0,0,0,i1,48,128,1,3,103,2.8534061908721924
64,64,2,k1,k0,i1,i0,j1,j0,0,1,1,1,i1,48,32,8,34,834,inf
8,256,4,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,128,16,23,1623,1.9370726346969604
4,4,1,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,128,0,23,23,2.3624162673950195
8,256,8,i1,k1,k0,i0,j1,j0,0,0,1,0,i1,48,16,8,13,813,2.05977201461792
32,128,2,k1,k0,i1,i0,j1,j0,0,1,0,1,i1,48,16,16,24,1624,inf
4,4,32,i1,k1,i0,j1,k0,j0,1,0,0,0,i1,48,16,1,13,113,24.484346389770508
256,256,16,i1,k1,i0,j1,k0,j0,0,0,0,1,i1,48,2,8,14,814,inf
1,256,64,i1,i0,k1,j1,k0,j0,1,1,0,0,i1,48,4,24,33,2433,1.8499997854232788
256,256,2,k1,k0,i1,i0,j1,j0,0,1,1,1,i1,48,64,24,34,2434,inf
4,8,64,i1,i0,k1,j1,k0,j0,0,1,0,0,i1,48,8,4,33,433,1.502288818359375
256,4,16,i1,j1,i0,k1,k0,j0,0,0,0,1,i1,48,2,32,34,3234,4.4233784675598145
8,4,16,i1,k1,j1,i0,k0,j0,1,1,0,1,i1,48,16,2,34,234,2.485626459121704
256,16,4,i1,i0,k1,k0,j1,j0,1,1,0,1,i1,48,256,16,4,1604,123.00186920166016
64,1,1,i1,i0,k1,k0,j1,j0,0,1,0,1,i1,48,16,4,4,404,1.9574302434921265
8,2,32,i1,i0,k1,j1,k0,j0,1,1,0,1,i1,48,16,1,34,134,1.4860665798187256
256,4,64,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,32,32,13,3213,3.27059268951416
4,32,128,i1,j1,i0,k1,k0,j0,0,0,0,0,i1,48,32,4,33,433,1.39299476146698
16,64,16,i1,k1,j1,i0,k0,j0,1,1,0,0,i1,48,2,32,33,3233,1.9579678773880005
16,4,64,i1,j1,i0,k1,k0,j0,1,0,0,0,i1,48,4,16,33,1633,1.4503555297851562
64,128,16,i1,i0,k1,j1,k0,j0,0,1,0,0,i1,48,1,32,33,3233,2.389526128768921
256,2,2,k1,i1,k0,i0,j1,j0,0,1,0,0,i1,48,128,4,23,423,inf
64,64,16,i1,i0,k1,j1,k0,j0,1,1,0,0,i1,48,1,16,33,1633,2.6180760860443115
4,2,32,i1,j1,k1,k0,i0,j0,0,0,1,0,i1,48,8,1,13,113,inf
4,4,1,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,64,0,23,23,3.4624478816986084
256,256,2,k1,k0,i1,i0,j1,j0,0,1,1,1,i1,48,32,8,34,834,inf
8,2,64,i1,i0,k1,j1,k0,j0,1,1,0,0,i1,48,32,0,33,33,2.6307454109191895
16,8,32,i1,j1,k1,i0,k0,j0,1,0,0,0,i1,48,8,16,13,1613,1.7303667068481445
1,32,128,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,16,2,23,223,1.5682766437530518
256,256,2,k1,k0,i1,i0,j1,j0,0,1,1,0,i1,48,128,32,33,3233,inf
8,16,8,i1,k1,j1,i0,k0,j0,0,1,0,0,i1,48,1,8,33,833,2.460186719894409
2,256,1,i1,i0,k1,k0,j1,j0,1,1,0,0,i1,48,64,8,3,803,2.214463710784912
2,128,1,i1,i0,k1,k0,j1,j0,0,1,0,0,i1,48,16,16,3,1603,2.7012994289398193
16,128,2,k1,k0,i1,i0,j1,j0,0,1,0,1,i1,48,128,16,24,1624,inf
4,256,128,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,128,8,23,823,11.38630199432373
32,64,2,k1,k0,i1,i0,j1,j0,0,1,1,1,i1,48,128,16,34,1634,inf
2,128,128,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,8,32,13,3213,3.0930774211883545
128,64,2,k1,i1,k0,i0,j1,j0,0,1,1,1,i1,48,4,8,34,834,inf
2,128,64,i1,k1,i0,j1,k0,j0,1,0,0,0,i1,48,8,32,13,3213,11.265694618225098
256,16,8,k1,i1,i0,k0,j1,j0,0,0,1,0,i1,48,256,16,33,1633,153.41439819335938
4,16,32,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,2,32,13,3213,2.0443527698516846
32,32,2,k1,i1,k0,i0,j1,j0,0,1,0,1,i1,48,2,32,24,3224,inf
1,128,1,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,16,8,23,823,2.9055376052856445
2,128,8,i1,k1,i0,j1,k0,j0,0,0,0,0,i1,48,2,8,13,813,2.198073148727417
16,2,64,i1,j1,i0,k1,k0,j0,1,0,0,1,i1,48,2,16,34,1634,2.07761812210083
128,16,2,k1,i1,k0,i0,j1,j0,0,1,0,1,i1,48,256,8,24,824,inf
2,16,8,i1,k1,i0,j1,k0,j0,1,0,0,0,i1,48,2,16,13,1613,3.152696132659912
256,256,64,i1,i0,k1,k0,j1,j0,0,1,0,0,i1,48,128,32,3,3203,16.55401039123535
2,8,32,i1,k1,i0,j1,k0,j0,0,0,0,1,i1,48,16,1,14,114,1.8387240171432495
256,64,2,k1,i1,k0,i0,j1,j0,0,1,0,1,i1,48,4,16,24,1624,inf
128,2,64,i1,i0,j1,k1,k0,j0,1,1,0,0,i1,48,2,8,13,813,2.3446054458618164
1,128,128,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,32,4,13,413,2.422883987426758
1,16,128,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,4,4,13,413,1.8633861541748047
32,128,2,k1,k0,i1,i0,j1,j0,0,1,1,1,i1,48,64,24,34,2434,inf
32,8,64,i1,j1,i0,k1,k0,j0,1,1,0,0,i1,48,2,8,13,813,11.984676361083984
32,16,32,i1,j1,k1,i0,k0,j0,1,0,1,1,i1,48,64,8,24,824,inf
8,4,64,i1,i0,k1,j1,k0,j0,0,1,0,1,i1,48,2,16,34,1634,26.00264549255371
128,4,16,i1,j1,k1,i0,k0,j0,0,0,0,0,i1,48,8,24,13,2413,2.708470582962036
16,64,16,i1,k1,j1,i0,k0,j0,1,1,0,0,i1,48,4,16,33,1633,1.8553818464279175
32,8,16,i1,k1,j1,i0,k0,j0,0,0,0,0,i1,48,8,32,13,3213,2.514698028564453
8,256,32,i1,k1,j1,i0,k0,j0,1,1,0,0,i1,48,8,16,33,1633,1.5422794818878174
128,256,128,k1,k0,i1,j1,i0,j0,0,1,0,1,i1,48,256,8,4,804,inf
4,256,128,i1,i0,j1,k1,k0,j0,1,0,0,0,i1,48,4,16,33,1633,15.552939414978027
32,2,32,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,256,0,23,23,3.313047170639038
4,256,16,i1,k1,i0,j1,k0,j0,0,0,0,0,i1,48,16,24,13,2413,2.5644278526306152
64,32,32,k1,k0,i1,j1,i0,j0,0,1,0,1,i1,48,256,8,4,804,inf
8,64,32,i1,i0,k1,j1,k0,j0,1,1,0,0,i1,48,4,8,33,833,2.837320566177368
1,64,128,i1,j1,k1,i0,k0,j0,0,0,0,0,i1,48,64,1,13,113,14.967880249023438
4,8,1,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,64,0,23,23,2.8301002979278564
64,128,2,k1,k0,i1,i0,j1,j0,0,1,1,1,i1,48,64,8,34,834,inf
64,64,64,k1,i1,j1,i0,k0,j0,1,1,1,1,i1,48,256,16,4,1604,inf
4,128,2,k1,i1,k0,i0,j1,j0,1,0,0,0,i1,48,8,24,3,2403,inf
1,128,1,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,32,4,23,423,1.9231799840927124
64,256,2,k1,k0,i1,i0,j1,j0,0,1,0,1,i1,48,4,16,24,1624,inf
8,128,32,i1,k1,j1,i0,k0,j0,0,1,0,0,i1,48,16,24,33,2433,2.414580821990967
2,128,64,i1,i0,j1,k1,k0,j0,0,1,0,0,i1,48,4,24,13,2413,3.11132550239563
4,128,64,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,8,24,13,2413,1.4458491802215576
2,16,1,i1,k1,k0,i0,j1,j0,0,0,0,0,i1,48,128,0,3,3,1.9959460496902466
1,256,1,i1,i0,k1,k0,j1,j0,1,1,0,0,i1,48,64,4,3,403,1.922362208366394
128,1,2,i1,k1,i0,k0,j1,j0,1,1,0,1,i1,48,64,2,4,204,inf
